"id";"countyfips";"year";"births";"censusbuildingpermits";"deaths";"groupquarterspopulation";"householdpopulation";"households";"householdsize";"naturalincrease";"netmigration";"totalhousingunits";"vacancyrate";"vacanthousingunits";"totalpopulation"
1355;75;2013;252;10;199;3196;18511;7920;2.337247475;53;-243;9023;12.22;1103;21707
1356;75;2014;240;21;239;3366;18619;7965;2.337602009;1;277;9044;11.93;1079;21985
1357;75;2015;219;20;185;3326;18689;7994;2.337878409;34;-4;9064;11.8;1070;22015
1358;75;2016;223;27;257;3375;18592;7950;2.338616352;-34;-14;9090;12.54;1140;21967
1359;75;2017;237;14;228;3365;18524;7923;2.338003282;9;-87;9104;12.97;1181;21889
1360;75;2018;235;11;196;3400;18456;7893;2.33827442;39;-72;9112;13.38;1219;21856
1361;77;1985;1423;147;682;2112;85909;33295;2.580237;741;-6237;40995;18.78;7700;88021
1362;77;1986;1343;62;717;2057;83505;32661;2.556719;626;-3085;41667;21.61;9006;85562
1363;77;1987;1176;97;751;2062;83497;32895;2.538289;425;-428;42254;22.15;9359;85559
1364;77;1988;1209;169;848;1971;85317;33859;2.519773;361;1368;42417;20.18;8558;87288
1365;77;1989;1246;228;819;2163;88430;35433;2.495696;427;2878;40772;13.09;5339;90593
1366;77;1990;1281;267;818;2348;91229;36250;2.516662;463;2521;39208;7.54;2958;93577
1367;77;1991;1273;343;858;2359;93633;37531;2.494818;415;2000;39475;4.92;1944;95992
1368;77;1992;1292;563;846;2415;94996;38392;2.47437;446;973;39818;3.58;1426;97411
1369;77;1993;1344;791;864;2523;97380;39151;2.487293;480;2012;40381;3.05;1230;99903
1370;77;1994;1292;924;962;2505;100262;39552;2.534941;330;2534;41172;3.93;1620;102767
1371;77;1995;1304;941;920;2761;102645;40691;2.522548;384;2255;42096;3.34;1405;105406
1372;77;1996;1342;1044;1000;2806;104723;41627;2.515747;342;1781;43037;3.28;1410;107529
1373;77;1997;1363;1114;1022;2862;106900;42915;2.490971;341;1892;44081;2.65;1166;109762
1374;77;1998;1404;1286;1078;2977;109350;43781;2.497659;326;2239;45195;3.13;1414;112327
1375;77;1999;1428;1362;1012;2881;111692;44717;2.497752;416;1830;50976;12.28;6259;114573
1376;77;2000;1485;320;1109;3296;114355;46384;2.465397551;376;2705;49075;5.48;2691;117651
1377;77;2001;1507;1279;1184;3296;116568;47289;2.465013005;323;1890;50299;5.98;3010;119864
1378;77;2002;1522;1219;1161;3296;118491;48078;2.464557594;361;1562;51456;6.56;3378;121787
1379;77;2003;1554;1330;1231;3296;120856;49062;2.46333211;323;2042;52889;7.24;3827;124152
1380;77;2004;1708;1548;1200;3296;123330;50104;2.461480121;508;1966;54221;7.59;4117;126626
1381;77;2005;1755;1511;1232;3296;125703;51099;2.459989432;523;1850;56346;9.31;5247;128999
1382;77;2006;1859;1449;1270;3584;129544;52649;2.460521567;589;3540;58239;9.6;5590;133128
1383;77;2007;1994;1494;1210;3584;133806;54381;2.460528493;784;3478;60151;9.59;5770;137390
1384;77;2008;2062;1296;1353;3627;137053;55703;2.460424035;709;2581;61775;9.83;6072;140680
1385;77;2009;2048;753;1292;3903;140892;57258;2.460651787;756;3359;62440;8.3;5182;144795
1386;77;2010;2021;91.25;1309;4467;142688;57985;2.460774338;712;1648;62988;7.94;5003;147155
1387;77;2011;1908;471.83;1296;4628;143309;58239;2.460705026;612;170;63446;8.21;5207;147937
1388;77;2012;1818;406.24;1306;4642;143292;58235;2.460582124;512;-515;63835;8.77;5600;147934
1389;77;2013;1854;552;1378;4950;142936;58092;2.460510914;476;-524;64357;9.73;6265;147886
1390;77;2014;1760;503;1382;4631;143164;58187;2.46041212;378;-469;64836;10.26;6649;147795
1391;77;2015;1826;630;1492;4983;143674;58400;2.460171233;334;528;65440;10.76;7040;148657
1392;77;2016;1709;476;1477;5150;145146;59002;2.460018304;232;1407;65902;10.47;6900;150296
1393;77;2017;1656;639.07;1518;5144;146777;59679;2.459441345;138;1487;66512;10.27;6833;151921
1394;77;2018;1657;755;1527;5140;148489;60387;2.458956398;130;1578;67458;10.48;7071;153629
1395;79;1985;16;10;4;0;836;323;2.588235;12;-40;887;63.59;564;836
1396;79;1986;12;12;5;0;771;298;2.587248;7;-72;877;66.02;579;771
1397;79;1987;14;7;0;0;738;285;2.589474;13;-47;868;67.17;583;738
1398;79;1988;7;3;6;0;689;265;2.6;1;-50;876;69.75;611;689
1399;79;1989;9;9;4;0;611;235;2.6;5;-83;923;74.54;688;611
1400;79;1990;5;10;6;0;558;247;2.259109;-1;-52;1201;79.43;954;558
1401;79;1991;6;11;8;0;570;238;2.394958;-2;14;1211;80.35;973;570
1402;79;1992;8;15;0;0;590;240;2.458333;8;12;1222;80.36;982;590
1403;79;1993;8;16;4;0;600;253;2.371542;4;6;1237;79.55;984;600
1404;79;1994;8;16;8;0;646;269;2.401487;0;46;1253;78.53;984;646
1405;79;1995;7;25;4;0;674;277;2.433213;3;25;1269;78.17;992;674
1406;79;1996;8;31;7;0;724;294;2.462585;1;49;1294;77.28;1000;724
1407;79;1997;6;12;4;0;744;301;2.471761;2;18;1325;77.28;1024;744
1408;79;1998;3;14;6;0;772;308;2.506494;-3;31;1337;76.96;1029;772
1409;79;1999;3;13;3;0;806;317;2.542587;0;34;1351;76.54;1034;806
1410;79;2000;5;3;9;1;836;381;2.194225722;-4;34;1120;65.98;739;837
1411;79;2001;5;14;5;1;819;376;2.178191489;0;-17;1126;66.61;750;820
1412;79;2002;5;15;7;1;804;373;2.155495979;-2;-13;1135;67.14;762;805
1413;79;2003;6;16;4;1;829;387;2.142118863;2;23;1143;66.14;756;830
1414;79;2004;9;17;5;1;841;398;2.113065327;4;8;1152;65.45;754;842
1415;79;2005;2;19;5;1;805;383;2.101827676;-3;-33;1163;67.07;780;806
1416;79;2006;1;24;7;1;788;379;2.079155673;-6;-11;1178;67.83;799;789
1417;79;2007;5;23;5;1;802;389;2.061696658;0;14;1192;67.37;803;803
1418;79;2008;2;20;7;1;766;376;2.037234043;-5;-31;1203;68.74;827;767
1419;79;2009;5;4;5;1;713;353;2.019830028;0;-53;1202;70.63;849;714
1420;79;2010;9;1.75;8;0;705;351;2.008547009;1;-10;1203;70.82;852;705
1421;79;2011;5;5;3;0;712;354;2.011299435;2;5;1208;70.7;854;712
1422;79;2012;6;9;5;0;720;359;2.005571031;1;7;1217;70.5;858;720
1423;79;2013;4;8;4;0;733;366;2.00273224;0;13;1225;70.12;859;733
1424;79;2014;5;11;4;0;703;350;2.008571429;1;-31;1236;71.68;886;703
1425;79;2015;6;6;7;0;746;372;2.005376344;-1;44;1242;70.05;870;746
1426;79;2016;8;12;6;0;758;378;2.005291005;2;10;1254;69.86;876;758
1427;79;2017;7;14;16;0;754;376;2.005319149;-9;5;1268;70.35;892;754
1428;79;2018;8;19;4;0;775;387;2.002583979;4;17;1287;69.93;900;775
1429;81;1985;256;3;63;97;13189;4567;2.887891;193;-1305;5772;20.88;1205;13286
1430;81;1986;193;0;60;92;12587;4351;2.892898;133;-740;5740;24.2;1389;12679
1431;81;1987;184;7;63;85;11801;4065;2.903075;121;-914;5706;28.76;1641;11886
1432;81;1988;152;-6;81;83;11671;4005;2.914107;71;-203;5727;30.07;1722;11754
1433;81;1989;175;-12;55;82;11444;3921;2.918643;120;-348;5498;28.68;1577;11526
1434;81;1990;161;2;56;129;11225;4178;2.686692;105;-277;5235;20.19;1057;11354
1435;81;1991;176;2;67;133;11316;4327;2.615207;109;-14;5237;17.38;910;11449
1436;81;1992;138;7;85;133;11559;4319;2.676314;53;190;5239;17.56;920;11692
1437;81;1993;154;15;70;133;11664;4318;2.701251;84;21;5246;17.69;928;11797
1438;81;1994;135;17;53;135;11861;4373;2.712326;82;117;5261;16.88;888;11996
1439;81;1995;131;44;100;136;12051;4442;2.712967;31;160;5278;15.84;836;12187
1440;81;1996;141;42;66;137;12154;4484;2.710526;75;29;5371;16.51;887;12291
1441;81;1997;158;60;90;139;12433;4617;2.692874;68;213;5413;14.71;796;12572
1442;81;1998;168;34;71;139;12673;4700;2.696383;97;143;5473;14.12;773;12812
1443;81;1999;166;44;73;139;12886;4773;2.699769;93;120;5507;13.33;734;13025
1444;81;2000;180;10;97;311;12871;4987;2.580910367;83;73;5645;11.66;658;13182
1445;81;2001;201;40;100;311;12778;4965;2.573615307;101;-194;5712;13.08;747;13089
1446;81;2002;209;43;106;311;12823;4996;2.566653323;103;-58;5760;13.26;764;13134
1447;81;2003;175;59;102;311;12743;4980;2.558835341;73;-153;5850;14.87;870;13054
1448;81;2004;205;60;85;311;12752;4999;2.550910182;120;-111;5909;15.4;910;13063
1449;81;2005;172;69;91;311;12654;4976;2.543006431;81;-179;5978;16.76;1002;12965
1450;81;2006;204;73;91;311;12791;5045;2.535381566;113;24;6050;16.61;1005;13102
1451;81;2007;215;49;108;311;12959;5126;2.52809208;107;61;6098;15.94;972;13270
1452;81;2008;224;63;88;311;13135;5212;2.520145817;136;40;6160;15.39;948;13446
1453;81;2009;224;39;80;311;13233;5269;2.511482255;144;-46;6181;14.75;912;13544
1454;81;2010;217;5.25;103;102;13704;5470;2.505301645;114;148;6202;11.8;732;13806
1455;81;2011;187;7;67;102;13333;5321;2.505732005;120;-491;6209;14.3;888;13435
1456;81;2012;164;10;120;102;13081;5221;2.505458724;44;-296;6219;16.05;998;13183
1457;81;2013;190;11;91;102;13036;5203;2.505477609;99;-144;6230;16.48;1027;13138
1458;81;2014;176;9;90;102;12849;5127;2.506143944;86;-273;6239;17.82;1112;12951
1459;81;2015;193;9;98;102;12852;5129;2.505751609;95;-92;6248;17.91;1119;12954
1460;81;2016;181;7;91;102;13064;5213;2.506042586;90;122;6255;16.66;1042;13166
1461;81;2017;178;10;103;102;13006;5451;2.385984223;75;-133;6265;12.99;814;13108
1462;81;2018;155;11;99;102;13076;5468;2.391367959;56;14;6276;12.87;808;13178
1463;83;1985;345;18;109;160;19123;6390;2.992645;236;-784;7601;15.93;1211;19283
1464;83;1986;310;15;149;154;18681;6209;3.008697;161;-609;7740;19.78;1531;18835
1465;83;1987;319;6;144;148;18044;5960;3.027517;175;-818;7877;24.34;1917;18192
1466;83;1988;321;12;149;145;17965;5897;3.046464;172;-254;7904;25.39;2007;18110
1467;83;1989;316;4;163;146;18286;5973;3.061443;153;169;7675;22.18;1702;18432
1468;83;1990;278;9;159;152;18558;6762;2.744454;119;159;8050;16;1288;18710
1469;83;1991;259;18;165;150;18910;6711;2.817762;94;256;8059;16.73;1348;19060
1470;83;1992;320;23;139;155;19496;6939;2.809627;181;410;8077;14.09;1138;19651
1471;83;1993;325;79;164;168;20472;7426;2.7568;161;828;8482;12.45;1056;20640
1472;83;1994;302;56;186;172;21221;7652;2.773262;116;637;8767;12.72;1115;21393
1473;83;1995;316;57;175;171;21988;7914;2.778368;141;625;8856;10.64;942;22159
1474;83;1996;341;70;205;175;22475;8090;2.778121;136;355;9125;11.34;1035;22650
1475;83;1997;296;27;192;175;22798;8251;2.763059;104;219;9339;11.65;1088;22973
1476;83;1998;295;61;204;175;22942;8290;2.767431;91;53;9366;11.49;1076;23117
1477;83;1999;315;23;227;175;23349;8426;2.771066;88;319;9427;10.62;1001;23524
1478;83;2000;309;10;234;438;23414;9224;2.538378144;75;259;10535;12.44;1311;23852
1479;83;2001;305;40;242;438;23435;9283;2.524507164;63;-42;10687;13.14;1404;23873
1480;83;2002;330;59;278;438;23671;9429;2.510446495;52;184;10861;13.18;1432;24109
1481;83;2003;309;38;236;438;23940;9590;2.496350365;73;196;11014;12.93;1424;24378
1482;83;2004;316;26;231;438;24169;9738;2.481926474;85;144;11162;12.76;1424;24607
1483;83;2005;306;41;260;438;24165;9792;2.467830882;46;-50;11323;13.52;1531;24603
1484;83;2006;298;59;245;438;24579;10020;2.452994012;53;361;11507;12.92;1487;25017
1485;83;2007;348;62;236;438;24739;10144;2.438781546;112;48;11691;13.23;1547;25177
1486;83;2008;324;42;259;438;24762;10214;2.424319561;65;-42;11861;13.89;1647;25200
1487;83;2009;320;19;256;438;24927;10343;2.410035773;64;101;11994;13.77;1651;25365
1488;83;2010;317;4;270;237;25295;10540;2.399905123;47;120;12098;12.88;1558;25532
1489;83;2011;308;11;288;237;25194;10499;2.39965711;20;-121;12109;13.3;1610;25431
1490;83;2012;294;8;268;237;25200;10501;2.39977145;26;-20;12117;13.34;1616;25437
1491;83;2013;293;9;252;237;25269;10529;2.399943015;41;28;12126;13.17;1597;25506
1492;83;2014;325;6;272;237;25239;10518;2.399600685;53;-83;12132;13.3;1614;25476
1493;83;2015;329;54;241;237;25459;10609;2.399754925;88;132;12186;12.94;1577;25696
1494;83;2016;297;32;262;237;25751;10732;2.39945956;35;257;12218;12.16;1486;25988
1495;83;2017;251;23;281;237;25871;10781;2.39968463;-30;150;12245;11.96;1464;26108
1496;83;2018;285;23;267;237;25918;10803;2.399148385;18;29;12277;12.01;1474;26155
1497;85;1985;348;108;238;441;23948;9155;2.615838;110;-692;10891;15.94;1736;24389
1498;85;1986;300;83;200;436;23397;9097;2.571947;100;-656;11040;17.6;1943;23833
1499;85;1987;276;62;228;443;23379;9235;2.531565;48;-59;11163;17.27;1928;23822
1500;85;1988;299;90;222;451;23636;9483;2.49246;77;188;11251;15.71;1768;24087
1501;85;1989;286;81;238;460;23821;9721;2.450468;48;146;11340;14.28;1619;24281
1502;85;1990;342;104;227;395;24144;9405;2.567145;115;143;10353;9.16;948;24539
1503;85;1991;319;127;244;412;24863;9833;2.528526;75;661;10457;5.97;624;25275
1504;85;1992;318;182;254;432;25791;10240;2.518652;64;884;10584;3.25;344;26223
1505;85;1993;362;257;254;446;26841;10426;2.574429;108;956;10766;3.16;340;27287
1506;85;1994;390;364;250;455;28047;10680;2.626124;140;1075;11023;3.11;343;28502
1507;85;1995;423;258;264;491;29179;11115;2.625191;159;1009;11387;2.39;272;29670
1508;85;1996;434;224;278;517;29970;11446;2.618382;156;661;11645;1.71;199;30487
1509;85;1997;481;213;293;530;30722;11783;2.607316;188;577;11869;0.72;86;31252
1510;85;1998;421;292;327;530;31307;11977;2.613927;94;491;12082;0.87;105;31837
1511;85;1999;438;320;302;530;32218;12242;2.631759;136;775;12393;1.22;151;32748
1512;85;2000;435;75;296;550;33027;13109;2.519414143;139;688;14292;8.28;1183;33577
1513;85;2001;469;300;314;550;33892;13474;2.515362921;155;710;14563;7.48;1089;34442
1514;85;2002;500;373;352;550;34376;13699;2.509380247;148;336;14924;8.21;1225;34926
1515;85;2003;449;295;345;550;35090;14020;2.502853067;104;610;15407;9;1387;35640
1516;85;2004;469;359;349;550;35581;14247;2.497438057;120;371;15783;9.73;1536;36131
1517;85;2005;515;486;309;550;36447;14622;2.49261387;206;660;16217;9.84;1595;36997
1518;85;2006;506;583;362;550;37418;15050;2.486245847;144;827;16877;10.83;1827;37968
1519;85;2007;504;536;364;550;38581;15550;2.481093248;140;1023;17478;11.03;1928;39131
1520;85;2008;563;369;404;550;39402;15908;2.476866985;159;662;17877;11.01;1969;39952
1521;85;2009;554;189;368;550;40130;16222;2.473801011;186;542;18083;10.29;1861;40680
1522;85;2010;487;29.5;389;542;40646;16451;2.470731263;98;410;18335;10.28;1884;41188
1523;85;2011;492;62;399;542;40427;16362;2.470785967;93;-312;18439;11.26;2077;40969
1524;85;2012;402;51;450;542;40118;16238;2.470624461;-48;-261;18529;12.36;2291;40660
1525;85;2013;455;51;383;542;40021;16197;2.470889671;72;-169;18618;13;2421;40563
1526;85;2014;481;72;388;542;40066;16216;2.47076961;93;-48;18708;13.32;2492;40608
1527;85;2015;454;89;459;542;40053;16210;2.470882171;-5;-8;18825;13.89;2615;40595
1528;85;2016;423;124;431;542;40635;16444;2.471114084;-8;590;18991;13.41;2547;41177
1529;85;2017;466;114;456;542;41260;16697;2.471102593;10;615;19182;12.95;2485;41802
1530;85;2018;449;210;427;542;41721;16879;2.471769655;22;439;19473;13.32;2594;42263
1531;87;1985;430;33;218;367;22064;8353;2.641446;212;-594;9588;12.88;1235;22431
1532;87;1986;370;79;223;354;21154;8105;2.609994;147;-1070;9622;15.77;1517;21508
1533;87;1987;349;9;230;360;21318;8249;2.584313;119;51;9701;14.97;1452;21678
1534;87;1988;371;8;233;362;21469;8386;2.5601;138;15;9722;13.74;1336;21831
1535;87;1989;386;5;202;360;21535;8492;2.535916;184;-120;9975;14.87;1483;21895
1536;87;1990;342;9;219;456;21600;8139;2.653889;123;38;9230;11.82;1091;22056
1537;87;1991;361;28;202;475;22228;8502;2.614444;159;488;9239;7.98;737;22703
1538;87;1992;392;55;246;495;22987;8812;2.608602;146;633;9267;4.91;455;23482
1539;87;1993;401;51;256;498;23743;8702;2.728453;145;614;9322;6.65;620;24241
1540;87;1994;448;191;239;518;24570;9139;2.688478;209;638;9373;2.5;234;25088
1541;87;1995;421;98;241;525;24837;9251;2.684791;180;94;9564;3.27;313;25362
1542;87;1996;451;104;214;542;25500;9516;2.679697;237;443;9690;1.8;174;26042
1543;87;1997;512;127;231;552;26095;9755;2.675038;281;324;9805;0.51;50;26647
1544;87;1998;465;186;238;552;26110;9765;2.673835;227;-212;9932;1.68;167;26662
1545;87;1999;540;108;225;552;26401;9877;2.672978;315;-24;10118;2.38;241;26953
1546;87;2000;465;28;232;484;26767;9578;2.794633535;233;64;10440;8.26;862;27251
1547;87;2001;475;113;276;484;26991;9696;2.783725248;199;25;10569;8.26;873;27475
1548;87;2002;482;94;251;484;27178;9806;2.771568427;231;-44;10679;8.17;873;27662
1549;87;2003;494;135;233;484;27371;9915;2.760564801;261;-68;10825;8.41;910;27855
1550;87;2004;414;122;226;479;27433;9979;2.749073053;188;-131;10964;8.98;985;27912
1551;87;2005;439;139;240;580;27367;9998;2.737247449;199;-164;11117;10.07;1119;27947
1552;87;2006;414;129;246;715;27268;10005;2.725437281;168;-132;11262;11.16;1257;27983
1553;87;2007;415;82;233;674;27174;10017;2.71278826;182;-317;11360;11.82;1343;27848
1554;87;2008;421;52;278;705;27041;10011;2.701128758;143;-245;11430;12.41;1419;27746
1555;87;2009;444;27;192;746;27280;10144;2.689274448;252;28;11463;11.51;1319;28026
1556;87;2010;447;4.75;239;564;27632;10307;2.680896478;208;-38;11494;10.33;1187;28196
1557;87;2011;460;2;277;564;27843;10386;2.680820335;183;28;11508;9.75;1122;28407
1558;87;2012;423;19;271;564;27643;10311;2.680923286;152;-352;11532;10.59;1221;28207
1559;87;2013;412;26;229;564;27623;10305;2.680543426;183;-203;11568;10.92;1263;28187
1560;87;2014;431;22;237;564;27510;10262;2.680763984;194;-307;11604;11.56;1342;28074
1561;87;2015;454;32;263;564;27627;10195;2.709857773;191;-74;11653;12.51;1458;28191
1562;87;2016;427;79;283;564;27522;10267;2.680627252;144;-249;11673;12.04;1406;28086
1563;87;2017;401;33;277;564;27580;10287;2.681053757;124;-66;11702;12.09;1415;28144
1564;87;2018;469;90;271;564;27940;10419;2.681639313;198;162;11789;11.62;1370;28504
1565;89;1985;348;6;255;517;21243;8064;2.634301;93;-172;9181;12.17;1117;21760
1566;89;1986;359;-10;212;514;20943;8042;2.604203;147;-450;9256;13.12;1214;21457
1567;89;1987;334;4;238;516;20398;7913;2.577783;96;-639;9312;15.02;1399;20914
1568;89;1988;322;11;237;445;20400;7995;2.551595;85;-154;9324;14.25;1329;20845
1569;89;1989;322;-2;218;454;20014;7932;2.523197;104;-481;9322;14.91;1390;20468
1570;89;1990;296;2;230;493;19717;7593;2.596734;66;-324;8739;13.11;1146;20210
1571;89;1991;287;9;223;502;19871;7523;2.641366;64;99;8741;13.93;1218;20373
1572;89;1992;318;18;250;546;19748;7820;2.52532;68;-147;8750;10.63;930;20294
1573;89;1993;346;3;238;543;19892;7768;2.560762;108;33;8768;11.41;1000;20435
1574;89;1994;299;4;248;535;19955;7816;2.553096;51;4;8771;10.89;955;20490
1575;89;1995;300;51;260;549;20146;7934;2.539198;40;165;8775;9.58;841;20695
1576;89;1996;271;29;252;611;20136;7984;2.522044;19;33;8826;9.54;842;20747
1577;89;1997;292;40;260;688;20079;8061;2.490882;32;-12;8855;8.97;794;20767
1578;89;1998;258;32;235;717;19799;7988;2.478593;23;-274;8895;10.2;907;20516
1579;89;1999;288;29;214;746;19653;7965;2.46742;74;-191;8927;10.78;962;20399
1580;89;2000;281;10;228;568;19675;7901;2.490191115;53;-218;8821;10.43;920;20243
1581;89;2001;298;41;217;568;19332;7798;2.479097204;81;-424;8852;11.91;1054;19900
1582;89;2002;322;35;247;568;19056;7723;2.467434935;75;-351;8875;12.98;1152;19624
1583;89;2003;296;21;227;568;19099;7776;2.456147119;69;-26;8886;12.49;1110;19667
1584;89;2004;291;44;216;568;18993;7768;2.445030896;75;-181;8920;12.91;1152;19561
1585;89;2005;300;21;245;568;18802;7724;2.434230968;55;-246;8931;13.51;1207;19370
1586;89;2006;232;13;223;568;18625;7688;2.42260666;9;-186;8933;13.94;1245;19193
1587;89;2007;255;21;216;568;18369;7617;2.411579362;39;-295;8945;14.85;1328;18937
1588;89;2008;280;37;265;568;18285;7619;2.39992125;15;-99;8971;15.07;1352;18853
1589;89;2009;230;6;229;568;18276;7650;2.389019608;1;-10;8973;14.74;1323;18844
1590;89;2010;218;0.75;213;433;18405;7732;2.380367305;5;-11;8970;13.8;1238;18838
1591;89;2011;245;3;216;433;18384;7724;2.380113931;29;-50;8973;13.92;1249;18817
1592;89;2012;270;3;258;433;18189;7637;2.381694383;12;-207;8976;14.92;1339;18622
1593;89;2013;188;4;220;433;18013;7567;2.380467821;-32;-144;8980;15.73;1413;18446
1594;89;2014;216;6;262;433;17900;7520;2.380319149;-46;-67;8986;16.31;1466;18333
1595;89;2015;193;2;240;433;17751;7457;2.380447901;-47;-102;8988;17.03;1531;18184
1596;89;2016;228;4;251;433;17768;7464;2.380493033;-23;40;8992;16.99;1528;18201
1597;89;2017;215;3;219;523;17839;7480;2.38012008;-4;165;8999;16.88;1519;18362
1598;89;2018;228;4;234;499;17866;7506;2.38022915;-6;9;9004;16.64;1498;18365
1599;91;1985;33;13;10;0;2130;776;2.744845;23;-89;1496;48.13;720;2130
1600;91;1986;20;29;16;0;1999;724;2.76105;4;-135;1508;51.99;784;1999
1601;91;1987;24;27;16;0;2151;776;2.771907;8;144;1536;49.48;760;2151
1602;91;1988;26;29;18;0;2219;777;2.855856;8;60;1565;50.35;788;2219
1603;91;1989;22;32;10;0;2262;810;2.792593;12;31;1613;49.78;803;2262
1604;91;1990;23;32;15;3;2312;947;2.441394;8;45;1507;37.16;560;2315
1605;91;1991;31;37;14;3;2416;1014;2.382643;17;87;1539;34.11;525;2419
1606;91;1992;29;66;25;3;2532;1101;2.299727;4;112;1576;30.14;475;2535
1607;91;1993;21;70;16;3;2650;1082;2.449168;5;113;1642;34.1;560;2653
1608;91;1994;27;90;11;4;2898;1174;2.468484;16;233;1712;31.43;538;2902
1609;91;1995;30;96;19;4;3081;1247;2.47073;11;172;1802;30.8;555;3085
1610;91;1996;25;108;17;4;3248;1316;2.468085;8;159;1898;30.66;582;3252
1611;91;1997;31;58;17;4;3318;1348;2.461424;14;56;2006;32.8;658;3322
1612;91;1998;35;67;17;4;3449;1397;2.468862;18;113;2064;32.32;667;3453
1613;91;1999;38;68;24;4;3614;1461;2.473648;14;151;2131;31.44;670;3618
1614;91;2000;26;16;20;18;3757;1592;2.359924623;6;142;2162;26.36;570;3775
1615;91;2001;40;64;25;18;3791;1618;2.343016069;15;19;2233;27.54;615;3809
1616;91;2002;31;88;15;18;3885;1672;2.323564593;16;78;2328;28.18;656;3903
1617;91;2003;31;83;26;18;3887;1685;2.306824926;5;-3;2431;30.69;746;3905
1618;91;2004;35;107;26;18;4005;1748;2.291189931;9;109;2566;31.88;818;4023
1619;91;2005;35;100;23;18;4066;1788;2.274049217;12;49;2688;33.48;900;4084
1620;91;2006;38;88;26;18;4119;1823;2.259462425;12;41;2852;36.08;1029;4137
1621;91;2007;40;65;29;18;4256;1898;2.242360379;11;126;2958;35.84;1060;4274
1622;91;2008;42;61;21;18;4389;1973;2.224531171;21;112;3036;35.01;1063;4407
1623;91;2009;26;35;21;18;4354;1973;2.206791688;5;-40;3066;35.65;1093;4372
1624;91;2010;38;5.25;27;0;4446;2026;2.194471866;11;63;3088;34.39;1062;4446
1625;91;2011;29;20;19;0;4414;2013;2.192747144;10;-42;3107;35.21;1094;4414
1626;91;2012;33;19;20;0;4496;2049;2.194241093;13;69;3126;34.45;1077;4496
1627;91;2013;32;23;33;0;4543;2071;2.193626268;-1;48;3148;34.21;1077;4543
1628;91;2014;34;29;44;0;4565;2082;2.192603266;-10;32;3177;34.47;1095;4565
1629;91;2015;21;33;29;0;4596;2095;2.193794749;-8;39;3208;34.69;1113;4596
1630;91;2016;34;35;34;0;4777;2179;2.192290041;0;181;3241;32.77;1062;4777
1631;91;2017;31;49;22;0;4795;2186;2.193504117;9;9;3289;33.54;1103;4795
1632;91;2018;23;49;35;0;4804;2267;2.119100132;-12;21;3360;32.53;1093;4804
1633;93;1985;101;228;31;14;6587;2178;3.024334;70;-229;6600;67;4422;6601
1634;93;1986;122;183;25;15;6845;2245;3.048998;97;162;6826;67.11;4581;6860
1635;93;1987;95;131;41;14;6923;2248;3.079626;54;23;7007;67.92;4759;6937
1636;93;1988;101;122;35;14;6879;2213;3.10845;66;-110;7145;69.03;4932;6893
1637;93;1989;90;109;28;14;7040;2251;3.127499;62;99;7163;68.57;4912;7054
1638;93;1990;92;124;27;0;7269;2775;2.619459;65;150;7247;61.71;4472;7269
1639;93;1991;108;97;26;0;7700;2895;2.659758;82;349;7371;60.72;4476;7700
1640;93;1992;83;182;35;0;8092;3078;2.62898;48;344;7468;58.78;4390;8092
1641;93;1993;114;298;34;0;8581;3341;2.568393;80;409;7650;56.33;4309;8581
1642;93;1994;105;426;37;0;9526;3694;2.578776;68;877;7948;53.52;4254;9526
1643;93;1995;146;452;38;0;10577;4114;2.570977;108;943;8374;50.87;4260;10577
1644;93;1996;135;468;42;0;11377;4448;2.557779;93;707;8826;49.6;4378;11377
1645;93;1997;130;446;40;0;12362;4880;2.533197;90;895;9294;47.49;4414;12362
1646;93;1998;147;345;51;0;13065;5168;2.528057;96;607;9740;46.94;4572;13065
1647;93;1999;178;388;43;0;13900;5513;2.521313;135;700;10085;45.33;4572;13900
1648;93;2000;149;105;65;70;14659;5992;2.446428571;84;741;10810;44.57;4818;14729
1649;93;2001;168;422;55;70;15102;6223;2.426803792;113;330;11265;44.76;5042;15172
1650;93;2002;170;380;70;70;15347;6382;2.404732059;100;145;11679;45.35;5297;15417
1651;93;2003;173;338;67;70;15719;6595;2.383472328;106;266;12054;45.29;5459;15789
1652;93;2004;149;292;72;70;15843;6704;2.36321599;77;47;12384;45.87;5680;15913
1653;93;2005;166;313;58;70;15991;6824;2.343347011;108;40;12739;46.43;5915;16061
1654;93;2006;161;281;65;70;16058;6915;2.32219812;96;-29;13063;47.06;6148;16128
1655;93;2007;150;306;71;70;16266;7065;2.302335456;79;129;13412;47.32;6347;16336
1656;93;2008;135;227;71;70;16208;7104;2.281531532;64;-122;13684;48.09;6580;16278
1657;93;2009;149;154;64;70;15901;7033;2.260912839;85;-392;13833;49.16;6800;15971
1658;93;2010;121;26.5;82;92;16170;7200;2.245833333;39;252;13948;48.38;6748;16262
1659;93;2011;117;95;82;92;15949;7101;2.246021687;35;-256;13953;49.11;6852;16041
1660;93;2012;109;73;77;92;15941;7098;2.2458439;32;-40;13956;49.14;6858;16033
1661;93;2013;97;32.02;73;92;16079;7159;2.245984076;24;114;13959;48.71;6800;16171
1662;93;2014;96;57;85;92;16277;7248;2.245722958;11;187;13961;48.08;6713;16369
1663;93;2015;115;89;90;92;16629;7404;2.245948136;25;327;13962;46.97;6558;16721
